year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
2014,4,14,3,282,7,13,1017,SE,1.79,0,0
2014,4,14,4,280,7,11,1017,NE,0.89,0,0
2014,4,14,5,268,7,11,1017,NE,1.78,0,0
2014,4,14,6,255,6,10,1018,SE,0.89,0,0
2014,4,14,7,247,7,12,1018,cv,0.89,0,0
2014,4,14,8,244,7,14,1018,SE,1.79,0,0
2014,4,14,9,270,8,16,1018,cv,0.89,0,0
2014,4,14,10,280,8,18,1018,cv,1.78,0,0
2014,4,14,11,274,9,20,1018,SE,1.79,0,0
2014,4,14,12,280,9,22,1017,SE,3.58,0,0
2014,4,14,13,266,8,24,1016,SE,7.6,0,0
2014,4,14,14,239,8,25,1015,cv,3.13,0,0
2014,4,14,15,225,8,25,1014,SE,4.02,0,0
2014,4,14,16,NA,9,26,1013,SE,7.15,0,0
2014,4,14,17,NA,9,25,1013,SE,10.28,0,0
2014,4,14,18,224,10,24,1013,SE,14.3,0,0
2014,4,14,19,246,10,24,1013,SE,17.43,0,0
2014,4,14,20,252,10,22,1014,SE,19.22,0,0
2014,4,14,21,274,11,20,1014,SE,21.01,0,0
2014,4,14,22,187,10,19,1015,SE,24.14,0,0
2014,4,14,23,80,7,20,1015,SE,27.27,0,0
2014,4,15,0,56,8,17,1016,cv,0.89,0,0
2014,4,15,1,55,8,16,1016,SE,3.13,0,0
2014,4,15,2,55,7,18,1016,SE,4.92,0,0
2014,4,15,3,57,7,16,1016,SE,8.05,0,0
2014,4,15,4,67,8,15,1017,SE,9.84,0,0
2014,4,15,5,69,8,17,1017,SE,12.97,0,0
2014,4,15,6,78,8,15,1018,SE,14.76,0,0
2014,4,15,7,83,9,15,1019,cv,0.89,0,0
2014,4,15,8,105,9,18,1020,SE,1.79,0,0
2014,4,15,9,112,9,20,1021,SE,5.81,0,0
2014,4,15,10,104,7,21,1021,SE,9.83,0,0
2014,4,15,11,103,9,23,1021,SE,14.75,0,0
2014,4,15,12,93,10,22,1020,SE,21.9,0,0
2014,4,15,13,106,1,21,1020,SE,27.71,0,0
2014,4,15,14,53,-2,20,1019,SE,33.52,0,0
2014,4,15,15,54,-4,20,1019,SE,39.33,0,0
2014,4,15,16,48,-3,21,1018,SE,44.25,0,0
2014,4,15,17,38,-2,20,1018,SE,48.27,0,0
2014,4,15,18,40,-3,18,1018,SE,51.4,0,0
2014,4,15,19,34,-5,18,1018,SE,54.53,0,0
2014,4,15,20,47,-6,17,1019,SE,58.55,0,0
2014,4,15,21,54,-5,16,1019,SE,61.68,0,0
2014,4,15,22,65,-5,16,1019,SE,64.81,0,0
2014,4,15,23,41,-2,15,1019,cv,0.89,0,0
2014,4,16,0,39,-1,14,1018,SE,0.89,0,0
2014,4,16,1,35,0,14,1018,NE,0.89,0,0
2014,4,16,2,51,0,13,1017,cv,0.89,0,0
2014,4,16,3,54,-2,14,1017,cv,1.78,0,0
2014,4,16,4,69,-1,13,1016,cv,2.23,0,0
2014,4,16,5,59,2,13,1016,SE,0.89,0,0
2014,4,16,6,51,1,12,1015,cv,0.89,0,0
2014,4,16,7,45,2,13,1016,cv,1.78,0,0
2014,4,16,8,44,2,15,1016,SE,0.89,0,0
2014,4,16,9,52,0,16,1016,SE,1.78,0,0
2014,4,16,10,52,-6,18,1016,cv,0.89,0,0
2014,4,16,11,47,-9,18,1015,SE,1.79,0,0
2014,4,16,12,51,-6,19,1014,cv,0.89,0,0
2014,4,16,13,85,-8,21,1014,cv,1.78,0,0
2014,4,16,14,80,-7,21,1013,cv,3.57,0,0
2014,4,16,15,62,-7,21,1012,cv,4.46,0,0
2014,4,16,16,57,-9,20,1011,SE,1.79,0,0
2014,4,16,17,56,-5,20,1011,SE,3.58,0,0
2014,4,16,18,67,-7,20,1011,SE,5.37,0,0
2014,4,16,19,96,-6,19,1010,SE,6.26,0,0
2014,4,16,20,91,-6,18,1011,SE,7.15,0,0
2014,4,16,21,84,-4,16,1011,SE,8.94,0,0
2014,4,16,22,101,-2,15,1011,cv,0.89,0,0
2014,4,16,23,134,-2,16,1011,cv,1.78,0,0
2014,4,17,0,127,-2,15,1011,SE,0.89,0,0
2014,4,17,1,123,1,15,1010,SE,2.68,0,0
2014,4,17,2,112,-1,15,1010,SE,4.47,0,0
2014,4,17,3,109,0,15,1010,SE,6.26,0,0
2014,4,17,4,145,0,14,1010,SE,8.05,0,1
2014,4,17,5,124,4,12,1011,cv,0.89,0,2
2014,4,17,6,107,6,11,1011,cv,1.78,0,3
2014,4,17,7,109,7,11,1012,NE,1.79,0,4
2014,4,17,8,110,7,11,1013,cv,0.89,0,5
2014,4,17,9,116,7,12,1013,NE,3.13,0,6
2014,4,17,10,105,8,12,1014,NW,3.13,0,7
2014,4,17,11,93,8,12,1014,NW,6.26,0,0
2014,4,17,12,106,8,13,1014,NW,9.39,0,0
2014,4,17,13,103,8,15,1013,NE,3.13,0,0
2014,4,17,14,102,7,17,1012,cv,1.79,0,0
2014,4,17,15,101,9,17,1012,NW,1.79,0,0
2014,4,17,16,101,9,17,1012,SE,3.13,0,0
2014,4,17,17,117,9,17,1012,SE,4.92,0,0
2014,4,17,18,131,10,16,1013,SE,6.71,0,0
2014,4,17,19,128,10,16,1013,SE,8.5,0,0
2014,4,17,20,127,10,16,1014,SE,10.29,0,0
2014,4,17,21,141,10,16,1015,SE,12.08,0,0
2014,4,17,22,137,10,15,1016,SE,15.21,0,0
2014,4,17,23,151,10,15,1017,SE,17,0,0
2014,4,18,0,152,10,14,1017,SE,18.79,0,0
2014,4,18,1,148,11,14,1017,SE,20.58,0,0
2014,4,18,2,151,11,13,1017,SE,21.47,0,0
2014,4,18,3,156,11,13,1017,SE,23.26,0,0
2014,4,18,4,143,11,13,1017,cv,0.89,0,0
2014,4,18,5,141,11,13,1018,NE,0.89,0,0
2014,4,18,6,140,11,12,1019,NE,1.78,0,0
2014,4,18,7,150,12,13,1019,cv,0.89,0,0
2014,4,18,8,162,12,14,1020,cv,1.78,0,0
2014,4,18,9,171,11,17,1020,cv,2.67,0,0
2014,4,18,10,179,11,18,1020,cv,3.56,0,0
2014,4,18,11,193,11,20,1021,cv,5.35,0,0
2014,4,18,12,170,12,20,1020,SE,3.13,0,0
2014,4,18,13,167,11,20,1019,SE,6.26,0,0
2014,4,18,14,158,11,20,1019,SE,9.39,0,0
2014,4,18,15,158,11,20,1018,SE,12.52,0,0
2014,4,18,16,176,11,20,1018,SE,16.54,0,0
2014,4,18,17,162,11,19,1018,SE,20.56,0,0
2014,4,18,18,153,11,18,1018,SE,25.48,0,0
2014,4,18,19,129,5,16,1019,SE,31.29,0,0
2014,4,18,20,92,5,15,1021,SE,34.42,0,0
2014,4,18,21,83,4,14,1022,SE,37.55,0,0
2014,4,18,22,74,3,14,1022,SE,41.57,0,0
2014,4,18,23,86,2,14,1023,SE,44.7,0,0
2014,4,19,0,83,3,13,1023,SE,46.49,0,0
2014,4,19,1,84,5,12,1023,cv,0.89,0,0
2014,4,19,2,84,3,12,1022,cv,1.78,0,0
2014,4,19,3,77,4,12,1022,cv,2.67,0,0
2014,4,19,4,75,4,12,1021,cv,3.56,0,0
2014,4,19,5,64,6,12,1021,SE,0.89,0,0
2014,4,19,6,59,5,12,1022,SE,1.78,0,0
2014,4,19,7,59,4,13,1022,SE,3.57,0,0
2014,4,19,8,72,4,13,1022,SE,5.36,0,0
2014,4,19,9,69,4,14,1022,SE,7.15,0,0
2014,4,19,10,69,4,14,1022,SE,8.94,0,1
2014,4,19,11,56,-1,15,1022,SE,13.86,0,2
2014,4,19,12,44,-2,14,1022,SE,16.99,0,3
2014,4,19,13,48,1,14,1022,SE,18.78,0,4
2014,4,19,14,40,3,14,1021,SE,23.7,0,0
2014,4,19,15,46,4,13,1020,SE,28.62,0,1
2014,4,19,16,55,4,14,1019,SE,34.43,0,2
2014,4,19,17,57,3,14,1019,SE,38.45,0,0
2014,4,19,18,52,3,14,1018,SE,42.47,0,0
2014,4,19,19,55,4,12,1018,SE,45.6,0,0
2014,4,19,20,59,4,11,1018,SE,48.73,0,0
2014,4,19,21,67,5,11,1019,SE,50.52,0,0
2014,4,19,22,72,5,9,1019,cv,0.89,0,0
2014,4,19,23,78,5,9,1019,SE,1.79,0,0
2014,4,20,0,95,5,8,1019,cv,0.89,0,0
2014,4,20,1,105,6,8,1019,NE,0.89,0,0
2014,4,20,2,112,5,8,1018,NE,1.78,0,0
2014,4,20,3,128,5,7,1018,cv,0.89,0,0
2014,4,20,4,127,5,7,1018,cv,1.78,0,0
2014,4,20,5,128,3,5,1018,NW,1.79,0,0
2014,4,20,6,121,4,6,1018,NW,4.92,0,0
2014,4,20,7,84,5,9,1018,NW,8.94,0,0
2014,4,20,8,87,5,13,1018,NW,12.07,0,0
2014,4,20,9,64,4,15,1018,NW,15.2,0,0
2014,4,20,10,52,2,16,1018,NW,16.99,0,0
2014,4,20,11,30,0,17,1018,NW,20.12,0,0
2014,4,20,12,23,-1,19,1017,NW,21.91,0,0
2014,4,20,13,22,-2,20,1016,SE,3.13,0,0
2014,4,20,14,17,-1,22,1015,cv,3.13,0,0
2014,4,20,15,22,-2,22,1014,NW,4.92,0,0
2014,4,20,16,33,-2,22,1013,SE,4.02,0,0
2014,4,20,17,43,-1,22,1013,SE,8.94,0,0
2014,4,20,18,49,2,20,1013,SE,13.86,0,0
2014,4,20,19,56,2,19,1013,SE,17.88,0,0
2014,4,20,20,59,3,19,1014,SE,21.9,0,0
2014,4,20,21,69,4,19,1015,SE,25.92,0,0
2014,4,20,22,59,5,18,1015,SE,29.94,0,0
2014,4,20,23,72,5,14,1016,NE,1.79,0,0
2014,4,21,0,76,3,11,1016,NW,1.79,0,0
2014,4,21,1,90,5,10,1016,cv,0.45,0,0
2014,4,21,2,91,4,9,1016,NW,1.79,0,0
2014,4,21,3,90,3,11,1016,NW,2.68,0,0
2014,4,21,4,91,2,9,1016,NW,4.47,0,0
2014,4,21,5,66,2,10,1016,NW,6.26,0,0
2014,4,21,6,46,2,10,1017,NW,8.05,0,0
2014,4,21,7,49,3,12,1018,cv,0.89,0,0
2014,4,21,8,48,2,15,1018,cv,1.78,0,0
2014,4,21,9,45,0,18,1018,NE,1.79,0,0
2014,4,21,10,44,-2,21,1018,cv,1.79,0,0
2014,4,21,11,39,-5,22,1018,NE,1.79,0,0
2014,4,21,12,23,-5,24,1017,SE,1.79,0,0
2014,4,21,13,26,-3,25,1016,cv,1.79,0,0
2014,4,21,14,24,-2,25,1015,SE,4.92,0,0
2014,4,21,15,25,-2,25,1013,SE,8.94,0,0
2014,4,21,16,30,-2,25,1013,SE,14.75,0,0
2014,4,21,17,44,-2,24,1013,SE,22.8,0,0
2014,4,21,18,30,-2,23,1013,SE,27.72,0,0
2014,4,21,19,32,-1,20,1014,SE,30.85,0,0
2014,4,21,20,36,0,21,1014,SE,34.87,0,0
2014,4,21,21,43,1,18,1015,cv,0.89,0,0
2014,4,21,22,66,2,21,1015,NW,3.13,0,0
2014,4,21,23,68,4,14,1015,cv,0.89,0,0
2014,4,22,0,73,4,12,1016,SE,1.79,0,0
2014,4,22,1,90,4,12,1016,SE,3.58,0,0
2014,4,22,2,106,3,10,1016,NW,1.79,0,0
2014,4,22,3,102,4,9,1016,NW,2.68,0,0
2014,4,22,4,66,3,8,1016,NW,3.57,0,0
2014,4,22,5,65,3,8,1015,NW,5.36,0,0
2014,4,22,6,52,1,9,1016,NW,7.15,0,0
2014,4,22,7,68,3,12,1016,NW,8.94,0,0
2014,4,22,8,104,0,17,1016,NW,12.07,0,0
2014,4,22,9,84,1,21,1016,NW,13.86,0,0
2014,4,22,10,42,0,23,1015,NW,15.65,0,0
2014,4,22,11,36,0,24,1015,cv,1.79,0,0
2014,4,22,12,56,0,26,1014,cv,3.58,0,0
2014,4,22,13,51,0,27,1013,SE,4.92,0,0
2014,4,22,14,170,0,27,1011,SE,9.84,0,0
2014,4,22,15,87,0,27,1010,SE,13.86,0,0
2014,4,22,16,55,2,27,1009,SE,19.67,0,0
2014,4,22,17,107,3,26,1009,SE,24.59,0,0
2014,4,22,18,105,4,25,1009,SE,30.4,0,0
2014,4,22,19,66,4,24,1009,SE,35.32,0,0
2014,4,22,20,73,6,23,1010,SE,40.24,0,0
2014,4,22,21,76,6,21,1011,SE,43.37,0,0
2014,4,22,22,60,5,21,1011,SE,46.5,0,0
2014,4,22,23,64,7,19,1011,SE,48.29,0,0
2014,4,23,0,73,8,19,1011,SE,52.31,0,0
2014,4,23,1,81,9,18,1011,SE,56.33,0,0
2014,4,23,2,88,9,17,1011,SE,60.35,0,0
2014,4,23,3,98,10,17,1010,SE,64.37,0,0
2014,4,23,4,99,10,16,1011,SE,66.16,0,0
2014,4,23,5,99,10,15,1011,SE,67.95,0,0
2014,4,23,6,108,11,15,1011,SE,71.08,0,0
2014,4,23,7,129,12,16,1012,SE,72.87,0,0
2014,4,23,8,136,12,18,1012,SE,76,0,0
2014,4,23,9,151,12,19,1012,SE,79.13,0,0
2014,4,23,10,162,13,20,1012,SE,82.26,0,0
2014,4,23,11,164,13,22,1011,SE,85.39,0,0
2014,4,23,12,174,13,23,1010,SE,89.41,0,0
2014,4,23,13,185,13,23,1010,SE,94.33,0,0
2014,4,23,14,168,13,24,1009,SE,98.35,0,0
2014,4,23,15,154,12,25,1008,SE,103.27,0,0
2014,4,23,16,143,10,26,1007,SE,110.42,0,0
2014,4,23,17,139,11,24,1007,SE,115.34,0,0
2014,4,23,18,126,11,24,1007,SE,119.36,0,0
2014,4,23,19,98,13,23,1009,SE,126.51,0,1
2014,4,23,20,101,10,20,1009,cv,3.13,0,2
2014,4,23,21,71,10,20,1011,SE,3.13,0,0
2014,4,23,22,73,9,19,1011,SE,6.26,0,0
2014,4,23,23,80,9,18,1012,SE,9.39,0,0
2014,4,24,0,82,11,19,1012,SE,12.52,0,0
2014,4,24,1,76,11,18,1013,SE,15.65,0,0
2014,4,24,2,84,10,17,1013,SE,18.78,0,0
2014,4,24,3,89,11,16,1013,SE,21.91,0,0
2014,4,24,4,91,11,16,1013,SE,22.8,0,0
2014,4,24,5,96,11,16,1013,SE,24.59,0,0
2014,4,24,6,107,11,16,1013,SE,27.72,0,0
2014,4,24,7,109,11,16,1014,SE,30.85,0,0
2014,4,24,8,112,11,17,1015,SE,33.98,0,0
2014,4,24,9,119,11,18,1015,SE,37.11,0,0
2014,4,24,10,122,11,19,1016,SE,38.9,0,0
2014,4,24,11,125,11,20,1016,cv,0.89,0,0
2014,4,24,12,121,12,21,1015,cv,2.68,0,0
2014,4,24,13,128,13,22,1015,SE,3.13,0,0
2014,4,24,14,135,13,24,1014,SE,6.26,0,0
2014,4,24,15,136,13,25,1013,SE,10.28,0,0
2014,4,24,16,121,12,25,1012,SE,14.3,0,0
2014,4,24,17,117,12,25,1012,SE,19.22,0,0
2014,4,24,18,105,11,24,1013,SE,24.14,0,0
2014,4,24,19,100,12,23,1014,SE,27.27,0,0
2014,4,24,20,117,12,21,1015,SE,29.06,0,0
2014,4,24,21,118,13,19,1015,cv,0.89,0,0
2014,4,24,22,121,11,19,1016,SE,3.13,0,0
2014,4,24,23,140,10,19,1016,SE,6.26,0,0
2014,4,25,0,139,9,18,1016,SE,8.05,0,0
2014,4,25,1,136,9,16,1016,cv,0.89,0,0
2014,4,25,2,143,9,16,1016,SE,1.79,0,0
2014,4,25,3,155,9,15,1016,cv,0.89,0,0
2014,4,25,4,141,9,14,1016,SE,0.89,0,0
2014,4,25,5,110,9,13,1016,SE,1.78,0,0
2014,4,25,6,118,9,13,1017,NE,1.79,0,0
2014,4,25,7,124,10,16,1017,SE,1.79,0,0
2014,4,25,8,135,10,18,1017,SE,4.92,0,0
2014,4,25,9,156,10,20,1018,SE,8.05,0,0
2014,4,25,10,163,10,22,1018,cv,0.89,0,0
2014,4,25,11,167,11,23,1018,cv,2.68,0,0
2014,4,25,12,169,11,24,1017,cv,3.57,0,0
2014,4,25,13,177,10,25,1016,cv,6.7,0,0
2014,4,25,14,131,10,26,1016,SE,3.13,0,0
2014,4,25,15,102,8,27,1015,SE,7.15,0,0
2014,4,25,16,90,7,26,1014,SE,11.17,0,0
2014,4,25,17,96,7,25,1014,NW,5.81,0,0
2014,4,25,18,112,6,23,1015,NW,10.73,0,0
2014,4,25,19,101,8,20,1016,NW,14.75,0,1
2014,4,25,20,101,6,20,1016,NW,21.9,0,0
2014,4,25,21,104,7,19,1017,NW,29.95,0,0
2014,4,25,22,92,11,15,1019,NW,41.13,0,1
2014,4,25,23,55,11,13,1019,NW,48.28,0,2
2014,4,26,0,27,11,13,1019,NW,53.2,0,3
2014,4,26,1,30,11,12,1020,NE,1.79,0,4
2014,4,26,2,27,9,11,1019,NW,3.13,0,5
2014,4,26,3,21,10,12,1019,NW,8.05,0,6
2014,4,26,4,25,8,11,1019,NW,12.97,0,7
2014,4,26,5,23,8,11,1020,NW,17.89,0,0
2014,4,26,6,28,7,12,1020,NE,4.02,0,0
2014,4,26,7,29,8,12,1021,NW,3.13,0,0
2014,4,26,8,31,8,13,1021,NW,6.26,0,0
2014,4,26,9,38,8,16,1022,NE,3.13,0,0
2014,4,26,10,39,5,18,1021,NE,6.26,0,0
2014,4,26,11,61,4,20,1021,NW,3.13,0,0
2014,4,26,12,42,1,20,1021,NW,6.26,0,0
2014,4,26,13,47,1,22,1020,cv,1.79,0,0
2014,4,26,14,52,2,22,1020,cv,2.68,0,0
2014,4,26,15,47,3,22,1019,SE,1.79,0,0
2014,4,26,16,42,3,22,1019,SE,3.58,0,0
2014,4,26,17,48,9,20,1018,SE,7.6,0,0
2014,4,26,18,52,9,18,1019,SE,11.62,0,0
2014,4,26,19,48,8,17,1019,SE,15.64,0,0
2014,4,26,20,59,8,16,1020,SE,18.77,0,0
2014,4,26,21,48,9,15,1021,SE,21.9,0,0
2014,4,26,22,35,9,14,1021,SE,23.69,0,0
2014,4,26,23,41,10,13,1021,cv,0.89,0,0
2014,4,27,0,36,10,13,1021,SE,0.89,0,0
2014,4,27,1,41,10,12,1021,NE,0.89,0,0
2014,4,27,2,49,10,11,1021,SE,0.89,0,0
2014,4,27,3,59,10,11,1021,cv,0.89,0,0
2014,4,27,4,72,9,10,1020,NW,1.79,0,0
2014,4,27,5,80,9,10,1020,NW,4.92,0,0
2014,4,27,6,58,9,10,1021,NW,8.94,0,0
2014,4,27,7,46,10,12,1021,NW,12.96,0,0
2014,4,27,8,54,8,16,1021,NW,17.88,0,0
2014,4,27,9,43,4,20,1021,NW,25.03,0,0
2014,4,27,10,35,1,21,1021,NE,7.15,0,0
2014,4,27,11,39,1,23,1021,NE,12.96,0,0
2014,4,27,12,20,1,23,1021,NE,17.88,0,0
2014,4,27,13,78,0,23,1020,NE,21.9,0,0
2014,4,27,14,72,-2,24,1019,NW,1.79,0,0
2014,4,27,15,84,0,24,1018,SE,1.79,0,0
2014,4,27,16,55,-1,24,1018,cv,1.79,0,0
2014,4,27,17,77,4,23,1018,SE,4.92,0,0
2014,4,27,18,135,4,22,1018,SE,8.05,0,0
2014,4,27,19,76,4,21,1019,SE,12.97,0,0
2014,4,27,20,75,5,20,1020,SE,16.99,0,0
2014,4,27,21,98,7,19,1020,SE,21.01,0,0
2014,4,27,22,116,9,17,1021,SE,24.14,0,0
2014,4,27,23,106,9,16,1022,SE,28.16,0,0
2014,4,28,0,48,7,15,1022,SE,31.29,0,0
2014,4,28,1,37,7,14,1022,cv,0.89,0,0
2014,4,28,2,39,8,12,1022,NE,0.89,0,0
2014,4,28,3,38,8,12,1022,cv,0.89,0,0
2014,4,28,4,64,8,12,1021,cv,1.34,0,0
2014,4,28,5,73,8,11,1021,cv,1.79,0,0
2014,4,28,6,73,8,10,1022,NW,3.13,0,0
2014,4,28,7,80,9,13,1022,NW,7.15,0,0
2014,4,28,8,86,9,17,1022,NW,11.17,0,0
2014,4,28,9,106,8,20,1021,NW,15.19,0,0
2014,4,28,10,132,7,21,1021,NE,3.13,0,0
2014,4,28,11,101,5,23,1020,cv,0.89,0,0
2014,4,28,12,68,-2,24,1019,SE,3.13,0,0
2014,4,28,13,51,0,25,1018,cv,3.13,0,0
2014,4,28,14,47,1,25,1017,cv,6.26,0,0
2014,4,28,15,41,0,26,1016,SE,3.13,0,0
2014,4,28,16,42,0,26,1015,NW,3.13,0,0
2014,4,28,17,49,0,25,1015,SE,3.13,0,0
2014,4,28,18,58,2,24,1015,SE,8.94,0,0
2014,4,28,19,63,3,22,1015,SE,13.86,0,0
2014,4,28,20,67,3,20,1015,SE,17.88,0,0
2014,4,28,21,72,5,19,1016,cv,0.89,0,0
2014,4,28,22,105,7,16,1016,cv,1.78,0,0
2014,4,28,23,86,8,15,1016,SE,0.89,0,0
2014,4,29,0,81,8,14,1016,SE,2.68,0,0
2014,4,29,1,92,6,15,1016,SE,4.47,0,0
2014,4,29,2,93,6,14,1016,SE,6.26,0,0
2014,4,29,3,105,5,14,1016,SE,8.05,0,0
2014,4,29,4,94,5,12,1016,NE,0.89,0,0
2014,4,29,5,91,5,11,1016,cv,0.45,0,0
2014,4,29,6,83,7,11,1016,NE,0.89,0,0
2014,4,29,7,96,7,15,1016,cv,0.89,0,0
2014,4,29,8,113,4,17,1016,cv,1.78,0,0
2014,4,29,9,121,4,19,1016,cv,2.67,0,0
2014,4,29,10,136,5,21,1015,cv,3.56,0,0
2014,4,29,11,132,4,22,1015,SE,1.79,0,0
2014,4,29,12,133,5,23,1014,cv,1.79,0,0
2014,4,29,13,136,6,25,1012,SE,1.79,0,0
2014,4,29,14,111,5,26,1011,SE,4.92,0,0
2014,4,29,15,106,4,27,1010,SE,8.05,0,0
2014,4,29,16,104,4,27,1009,SE,12.97,0,0
2014,4,29,17,98,3,26,1009,SE,16.99,0,0
2014,4,29,18,99,5,25,1009,SE,21.91,0,0
2014,4,29,19,90,6,24,1009,SE,25.93,0,0
2014,4,29,20,95,7,23,1010,SE,29.95,0,0
2014,4,29,21,105,8,22,1010,SE,33.08,0,0
2014,4,29,22,99,8,21,1010,SE,34.87,0,0
2014,4,29,23,102,8,19,1011,SE,36.66,0,0
2014,4,30,0,103,9,18,1011,SE,38.45,0,0
2014,4,30,1,89,9,17,1010,SE,40.24,0,0
2014,4,30,2,89,10,16,1010,SE,41.13,0,0
2014,4,30,3,94,9,14,1010,cv,0.89,0,0
2014,4,30,4,97,9,13,1010,NE,0.89,0,0
2014,4,30,5,100,9,13,1010,NE,1.78,0,0
2014,4,30,6,111,9,12,1010,NE,2.67,0,0
2014,4,30,7,115,10,15,1010,NE,3.56,0,0
2014,4,30,8,146,10,18,1011,cv,0.89,0,0
2014,4,30,9,156,11,20,1011,SE,1.79,0,0
2014,4,30,10,221,11,22,1011,cv,0.89,0,0
2014,4,30,11,170,11,24,1010,SE,3.13,0,0
2014,4,30,12,135,10,26,1009,cv,3.13,0,0
2014,4,30,13,98,9,27,1008,SE,4.02,0,0
2014,4,30,14,86,9,28,1008,SE,8.04,0,0
2014,4,30,15,81,9,28,1007,SE,12.96,0,0
2014,4,30,16,79,9,28,1006,SE,17.88,0,0
2014,4,30,17,153,9,28,1006,SE,21.9,0,0
2014,4,30,18,119,8,26,1006,SE,26.82,0,0
2014,4,30,19,94,9,25,1006,SE,29.95,0,0
2014,4,30,20,91,10,22,1007,SE,33.08,0,0
2014,4,30,21,90,10,23,1008,SE,37.1,0,0
2014,4,30,22,90,10,22,1008,SE,41.12,0,0
2014,4,30,23,87,11,22,1008,SE,45.14,0,0
2014,5,1,0,94,11,20,1008,SE,48.27,0,0
2014,5,1,1,97,11,19,1008,SE,51.4,0,0
2014,5,1,2,107,12,18,1008,SE,54.53,0,0
2014,5,1,3,112,13,17,1008,SE,56.32,0,0
2014,5,1,4,152,12,16,1007,SE,58.11,0,0
2014,5,1,5,129,12,15,1008,SE,59.9,0,0
2014,5,1,6,135,13,16,1008,SE,61.69,0,0
2014,5,1,7,135,14,18,1009,SE,63.48,0,0
2014,5,1,8,150,14,20,1009,SE,66.61,0,0
2014,5,1,9,162,14,21,1009,SE,68.4,0,0
2014,5,1,10,155,15,23,1009,cv,0.89,0,0
2014,5,1,11,143,15,25,1008,SE,4.92,0,0
2014,5,1,12,144,15,26,1007,SE,9.84,0,0
2014,5,1,13,158,15,26,1006,SE,13.86,0,0
2014,5,1,14,202,14,27,1005,SE,18.78,0,0
2014,5,1,15,143,13,27,1005,SE,23.7,0,0
2014,5,1,16,147,12,28,1004,SE,30.85,0,0
2014,5,1,17,136,6,24,1006,NW,8.94,0,0
2014,5,1,18,130,4,22,1006,NW,16.09,0,1
2014,5,1,19,68,8,20,1007,NW,21.9,0,0
2014,5,1,20,113,4,19,1009,NW,33.97,0,0
2014,5,1,21,54,4,18,1010,NW,43.8,0,0
2014,5,1,22,51,4,15,1012,NW,57.66,0,1
2014,5,1,23,48,1,15,1012,NW,67.49,0,0
2014,5,2,0,47,1,15,1013,NW,76.43,0,0
2014,5,2,1,44,0,14,1012,NW,87.61,0,0
2014,5,2,2,34,0,14,1012,NW,97.44,0,0
2014,5,2,3,28,-1,13,1012,NW,107.27,0,0
2014,5,2,4,34,-1,13,1012,NW,116.21,0,0
2014,5,2,5,34,-2,13,1013,NW,126.04,0,0
2014,5,2,6,25,-2,13,1014,NW,134.09,0,0
2014,5,2,7,26,-3,14,1015,NW,145.27,0,0
2014,5,2,8,39,-5,15,1016,NW,156.45,0,0
2014,5,2,9,52,-6,17,1017,NW,164.5,0,0
2014,5,2,10,54,-7,19,1018,NW,171.65,0,0
2014,5,2,11,50,-8,20,1018,NW,175.67,0,0
2014,5,2,12,50,-9,21,1017,NW,180.59,0,0
2014,5,2,13,60,-6,23,1015,NW,187.74,0,0
2014,5,2,14,59,-6,24,1015,NW,192.66,0,0
2014,5,2,15,49,-6,22,1015,NW,198.47,0,0
2014,5,2,16,37,-1,22,1015,NW,207.41,0,0
2014,5,2,17,32,0,21,1016,NW,216.35,0,0
2014,5,2,18,24,1,18,1017,NW,226.18,0,0
2014,5,2,19,17,2,17,1017,NW,231.99,0,0
2014,5,2,20,21,2,15,1018,cv,0.89,0,0
2014,5,2,21,27,1,17,1018,NW,1.79,0,0
2014,5,2,22,27,1,17,1018,SE,4.02,0,0
2014,5,2,23,42,3,13,1018,cv,0.89,0,0
2014,5,3,0,42,5,11,1018,cv,1.78,0,0
2014,5,3,1,55,6,10,1017,SE,0.89,0,0
2014,5,3,2,48,4,9,1016,NE,1.79,0,0
2014,5,3,3,40,4,9,1016,NE,2.68,0,0
2014,5,3,4,42,5,9,1015,cv,0.89,0,0
2014,5,3,5,39,4,7,1015,NE,0.89,0,0
2014,5,3,6,64,5,8,1014,cv,0.89,0,0
2014,5,3,7,88,6,12,1014,cv,1.78,0,0
2014,5,3,8,104,6,14,1014,cv,2.67,0,0
2014,5,3,9,122,4,17,1012,cv,4.46,0,0
2014,5,3,10,167,3,20,1011,SE,3.13,0,0
2014,5,3,11,116,4,22,1010,SE,8.05,0,0
2014,5,3,12,121,1,24,1007,SE,16.1,0,0
2014,5,3,13,113,-1,23,1006,SE,25.04,0,0
2014,5,3,14,90,2,23,1008,NW,8.05,0,0
2014,5,3,15,59,0,23,1008,NW,16.1,0,0
2014,5,3,16,66,-5,23,1008,NW,28.17,0,0
2014,5,3,17,95,-8,23,1008,NW,38,0,0
2014,5,3,18,104,-10,20,1010,NW,53.2,0,0
2014,5,3,19,117,-10,19,1012,NW,65.27,0,0
2014,5,3,20,96,-7,17,1014,NW,76.45,0,0
2014,5,3,21,50,-7,16,1016,NW,88.52,0,0
2014,5,3,22,50,-8,14,1016,NW,99.7,0,0
2014,5,3,23,48,-5,13,1017,NW,109.53,0,0
2014,5,4,0,52,-5,12,1017,NW,123.39,0,0
